make,model,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province,country
ABARTH,500C,15990,Gasolina,2018.0,62310,145.0,2,Automático,Blanco,35,True,Murcia,Spain
NISSAN,JUKE,7990,Diésel,2012.0,139000,110.0,5,Manual,Granate,16,True,Vizcaya,Spain
BMW,Serie 1,14000,Diésel,2014.0,63000,116.0,5,Manual,Rojo,7,False,Ciudad Real,Spain
NISSAN,QASHQAI,6900,Gasolina,2008.0,150000,140.0,5,Automático,Gris / Plata,11,True,Valencia,Spain
MERCEDES-BENZ,Clase C,4750,Gasolina,2001.0,125000,163.0,3,Automático,Gris / Plata,28,True,Madrid,Spain
BMW,X3,20600,Diésel,2015.0,95350,190.0,5,Manual,A96 Mineralweiss (metalizada),30,True,Valencia,Spain
TOYOTA,Avensis,9500,Diésel,2011.0,105411,126.0,4,Manual,Beige,6,False,Alicante,Spain
RENAULT,Mégane,5900,Diésel,2014.0,166000,95.0,5,Manual,Blanco,6,False,Barcelona,Spain
AUDI,A4,6500,Diésel,2008.0,268000,143.0,4,Manual,Gris / Plata,9,True,Alicante,Spain
AUDI,A4,7500,Diésel,2008.0,220000,143.0,4,Manual,Gris / Plata,8,False,Murcia,Spain
SEAT,León,23490,Diésel,2020.0,7500,115.0,5,Manual,Negro (Midnight),13,True,Madrid,Spain
PEUGEOT,208,7900,Gasolina,2016.0,104000,82.0,5,Manual,Gris / Plata (C&T textil Cran Gris Adamantium),26,True,Málaga,Spain
CITROEN,C4,11570,Diésel,2016.0,118000,99.0,5,Manual,Azul,13,True,Valencia,Spain
FORD,Focus,20500,Gasolina,2020.0,5,125.0,5,Manual,Blanco,20,True,Valencia,Spain
OPEL,Astra,8050,Diésel,2016.0,124000,110.0,5,Manual,Rojo,7,True,Sevilla,Spain
RENAULT,Grand Scénic,21890,Gasolina,2019.0,20592,140.0,5,Manual,Azul,12,True,Madrid,Spain
VOLVO,XC90,36340,Diésel,2016.0,110821,225.0,5,Automático,Negro,54,True,Madrid,Spain
HYUNDAI,i20,9500,Gasolina,2019.0,23236,75.0,5,Manual,Gris / Plata,33,True,Barcelona,Spain
HYUNDAI,Sonata,800,Gasolina,1999.0,144732,136.0,4,Manual,Beige,9,False,Barcelona,Spain
HYUNDAI,i40,7990,Diésel,2017.0,184470,115.0,4,Manual,Gris / Plata,32,True,Málaga,Spain
AUDI,Q3,21500,Diésel,2016.0,92491,150.0,5,Manual,D2D2 Azul UtopÃ­a (metalizado),9,True,Madrid,Spain
VOLKSWAGEN,Golf,2250,Diésel,1991.0,300000,80.0,3,Manual,Negro,7,False,Barcelona,Spain
MERCEDES-BENZ,Clase M,6900,Diésel,2002.0,180000,163.0,5,Automático,Azul,6,False,Toledo,Spain
PEUGEOT,5008,42816,Gasolina,2021.0,1,180.0,5,Automático,Azul,1,True,Madrid,Spain
VOLKSWAGEN,Golf,6000,Gasolina,2005.0,350000,102.0,5,Manual,Negro,0,False,Las Palmas,Spain
VOLKSWAGEN,Tiguan,11900,Gasolina,2014.0,139000,160.0,5,Manual,Blanco,8,True,Tenerife,Spain
PORSCHE,Macan,46500,Diésel,2016.0,69495,258.0,5,Automático,Negro (2T Negro Jet Metalizado),33,True,Valencia,Spain
BMW,Serie 5,8500,Diésel,2005.0,239000,272.0,4,Automático,Negro,8,False,Barcelona,Spain
VOLKSWAGEN,California,25990,Diésel,2010.0,230000,140.0,4,Manual,Beige,29,True,Madrid,Spain
MINI,CLUBMAN,15500,Diésel,2016.0,71850,116.0,5,Manual,Rojo (MET Pintura metalizada),10,True,Ciudad Real,Spain
NISSAN,QASHQAI,15399,Diésel,2014.0,65735,130.0,5,Automático,Gris / Plata,30,True,Sevilla,Spain
MASERATI,Ghibli,34999,Diésel,2015.0,62500,275.0,4,Automático,Negro,54,True,Albacete,Spain
AUDI,A3,3500,Diésel,2003.0,265000,130.0,5,Manual,Violeta / Lila,25,True,Madrid,Spain
VOLKSWAGEN,Golf Sportsvan,10990,Diésel,2015.0,124000,110.0,5,Manual,Gris / Plata,54,True,Madrid,Spain
AUDI,A4 Allroad Quattro,19700,Diésel,2015.0,101000,190.0,5,Manual,Azul,26,True,Cáceres,Spain
SEAT,Arona,17900,Gasolina,2019.0,5000,115.0,5,Manual,Naranja (Eclipse),12,True,Barcelona,Spain
FORD,Fiesta,2700,Diésel,2006.0,143000,90.0,3,Manual,Negro,10,False,Barcelona,Spain
MERCEDES-BENZ,Clase C,20000,Gasolina,2013.0,50000,306.0,4,Automático,Negro,16,False,Huelva,Spain
MERCEDES-BENZ,Clase C,2550,Gasolina,2001.0,225000,197.0,3,Manual,Granate,9,False,Alicante,Spain
AUDI,A5,39900,Gasolina,2017.0,51000,190.0,2,Automático,Azul,4,False,Ciudad Real,Spain
OPEL,Mokka,11500,Gasolina,2013.0,91280,140.0,5,Manual,Gris / Plata (*MOS*),29,True,Valencia,Spain
FORD,Focus,3300,Diésel,2009.0,217000,115.0,5,Manual,Gris / Plata,5,True,Madrid,Spain
MERCEDES-BENZ,Vito,1500,Diésel,2002.0,430000,102.0,4,Manual,Amarillo,5,False,Tarragona,Spain
BMW,Serie 4,74900,Gasolina,2017.0,38000,431.0,2,Automático,Rojo,22,True,Valencia,Spain
RENAULT,Kangoo Furgón,7500,Diésel,2016.0,119497,110.0,3,Manual,Blanco,19,True,Málaga,Spain
FIAT,Doblò Cargo,14800,Diésel,2020.0,1,95.0,4,Manual,Blanco,10,True,Pontevedra,Spain
FORD,Ranger,6000,Diésel,2008.0,189000,143.0,4,Manual,Blanco,6,False,Murcia,Spain
PEUGEOT,308,4200,Diésel,2011.0,150000,112.0,5,Manual,Rojo,12,True,Lugo,Spain
AUDI,A4,7900,Diésel,2009.0,229000,143.0,4,Manual,Azul,11,True,Valencia,Spain
BMW,X3,40900,Diésel,2019.0,75,190.0,5,Automático,Blanco,54,True,Navarra,Spain
RENAULT,Grand Scénic,3200,Diésel,2008.0,209000,130.0,5,Manual,Gris / Plata,6,False,Cantabria,Spain
MINI,MINI,5100,Gasolina,2008.0,142000,120.0,3,Manual,Blanco,6,False,Zaragoza,Spain
VOLKSWAGEN,Passat,8000,Diésel,2010.0,290000,140.0,4,Manual,Negro,5,False,Lugo,Spain
SSANGYONG,Rodius,6500,Diésel,2009.0,120000,165.0,5,Manual,Gris / Plata,6,False,Cádiz,Spain
MERCEDES-BENZ,Clase E,3890,Diésel,2003.0,309000,177.0,4,Automático,Azul,26,True,Madrid,Spain
OPEL,Corsa,3999,Gasolina,2008.0,62000,80.0,3,Manual,Gris / Plata,1,True,Alicante,Spain
NISSAN,Almera,1100,Diésel,2001.0,165000,110.0,3,Manual,Gris / Plata,5,False,Barcelona,Spain
CITROEN,C4,5600,Diésel,2010.0,120000,109.0,3,Manual,Blanco,2,False,Granada,Spain
MERCEDES-BENZ,Clase A,25400,Diésel,2019.0,23000,116.0,5,Automático,Gris / Plata,16,True,Girona,Spain
BMW,Serie 1,5999,Diésel,2007.0,200000,177.0,3,Manual,Negro,6,False,Madrid,Spain
OPEL,Zafira,3490,Diésel,2007.0,179000,120.0,5,Manual,Negro,22,True,Sevilla,Spain
NISSAN,Almera Tino,1950,Gasolina,2006.0,97600,116.0,5,Manual,Gris / Plata,11,False,Barcelona,Spain
PEUGEOT,5008,6990,Diésel,2010.0,158000,150.0,5,Manual,Gris / Plata,10,True,Asturias,Spain
MERCEDES-BENZ,Clase SLK,5500,Gasolina,2001.0,300000,163.0,2,Manual,Violeta / Lila,3,False,Valencia,Spain
PEUGEOT,5008,14299,Diésel,2016.0,95000,120.0,5,Manual,Gris / Plata,38,True,Murcia,Spain
HONDA,Accord,11999,Diésel,2010.0,175000,150.0,4,Manual,Gris / Plata,14,False,Madrid,Spain
MERCEDES-BENZ,Clase E,4490,Diésel,2003.0,299000,177.0,4,Manual,Gris / Plata,12,True,Murcia,Spain
SEAT,Arona,14490,Gasolina,2019.0,5980,95.0,5,Manual,Blanco (sólido),10,True,Barcelona,Spain
FORD,Focus,1800,Diésel,2002.0,122000,90.0,4,Manual,Azul,13,True,Valencia,Spain
TOYOTA,Auris,5990,Diésel,2009.0,129500,126.0,5,Manual,Gris / Plata,28,True,Málaga,Spain
FIAT,500L,8390,Diésel,2016.0,148687,120.0,5,Manual,Rojo,37,True,Madrid,Spain
AUDI,A3,17900,Diésel,2016.0,56135,110.0,5,Manual,Azul (Azul Oscuro ),13,True,Granada,Spain
VOLKSWAGEN,Golf,15400,Diésel,2013.0,145000,150.0,5,Manual,Rojo,12,True,Pontevedra,Spain
SEAT,Altea XL,5990,Diésel,2010.0,133124,105.0,5,Manual,Blanco,27,True,Madrid,Spain
BMW,Serie 2,23900,Diésel,2017.0,50000,190.0,2,Automático,Blanco,50,True,Valencia,Spain
MASERATI,Levante,68500,Gasolina,2017.0,43000,430.0,5,Automático,Blanco,12,True,Barcelona,Spain
RENAULT,Mégane,13990,Diésel,2017.0,34506,110.0,5,Manual,Rojo (ROJO DESEO),12,True,Madrid,Spain
FIAT,Tipo,11900,Diésel,2019.0,24080,95.0,4,Manual,Gris / Plata,17,True,Almería,Spain
FIAT,Freemont,14850,Diésel,2015.0,100200,170.0,5,Manual,Granate,42,True,Madrid,Spain
AUDI,A3,5800,Diésel,2006.0,197000,140.0,3,Manual,Negro,8,False,Badajoz,Spain
BMW,X5,17490,Diésel,2011.0,201100,306.0,5,Automático,Azul,32,True,Sevilla,Spain
NISSAN,LEAF,25900,Eléctrico,2019.0,18664,150.0,5,Automático,Blanco,13,True,Barcelona,Spain
AUDI,Q5,27200,Diésel,2016.0,76144,190.0,5,Manual,Blanco (T9T9 Blanco Ibis),30,True,Valencia,Spain
NISSAN,GT-R,69999,Gasolina,2012.0,63000,530.0,2,Automático,Blanco,9,True,Madrid,Spain
SEAT,León,7999,Diésel,2014.0,120000,105.0,5,Manual,Gris / Plata,13,True,Málaga,Spain
VOLVO,XC60,17500,Diésel,2014.0,119900,181.0,5,Manual,Blanco,27,True,Barcelona,Spain
SEAT,Ibiza,12490,Gasolina,2018.0,64712,95.0,5,Manual,Blanco,37,True,Castellón,Spain
IVECO,Daily,4650,Diésel,2003.0,380000,96.0,4,Manual,Blanco,17,False,Madrid,Spain
CITROEN,C3 Aircross,16990,Diésel,2019.0,37860,102.0,5,Manual,Gris / Plata,30,True,Barcelona,Spain
RENAULT,Safrane,1800,Gasolina,1997.0,116000,168.0,5,Manual,Verde,11,False,Tenerife,Spain
RENAULT,Mégane,8990,Diésel,2016.0,151000,90.0,5,Manual,Blanco,31,True,Guipúzcoa,Spain
BMW,Serie 4,19850,Diésel,2015.0,94000,190.0,2,Manual,Gris / Plata (met Pintura metalizada),28,True,Barcelona,Spain
OPEL,Corsa,2200,Gasolina,2002.0,35074,75.0,3,Manual,Verde,4,False,Valencia,Spain
BMW,Serie 5,7999,Diésel,2008.0,300000,197.0,4,Automático,Gris / Plata,6,False,Girona,Spain
JAGUAR,XF,45900,Diésel,2019.0,0,300.0,4,Automático,Gris / Plata,17,True,Alicante,Spain
SEAT,León,16900,Gasolina,2015.0,110000,180.0,3,Manual,Negro,27,True,Barcelona,Spain
AUDI,A4,16990,Diésel,2015.0,119500,150.0,4,Manual,Gris / Plata,9,True,Albacete,Spain
SEAT,León,10600,Diésel,2015.0,167000,150.0,5,Manual,Blanco (Candy),32,True,Lugo,Spain
AUDI,A6,17699,Diésel,2014.0,132000,177.0,5,Manual,Gris / Plata,32,True,Alicante,Spain
LAND-ROVER,Range Rover Sport,39999,Diésel,2016.0,82000,258.0,5,Automático,Marrón,35,True,Madrid,Spain
VOLKSWAGEN,Golf,12500,Diésel,2016.0,103500,116.0,5,Manual,Azul,9,True,León,Spain
FORD,EcoSport,19890,Gasolina,2019.0,0,125.0,5,Manual,Azul (AZUL TORMENTA),10,True,Guipúzcoa,Spain
MERCEDES-BENZ,Clase GLE Coupé,120100,Gasolina,2018.0,300,585.0,5,Automático,Gris / Plata,16,True,Valencia,Spain
FORD,Fiesta,5900,Diésel,2014.0,192000,95.0,3,Manual,Blanco,4,False,Girona,Spain
VOLKSWAGEN,Tiguan,35900,Diésel,2020.0,14050,150.0,5,Automático,X3X3 Gris Indy (metalizado),20,True,Madrid,Spain
SEAT,León,14590,Gasolina,2019.0,34640,130.0,5,Manual,Rojo,38,True,Cádiz,Spain
HYUNDAI,i40,10900,Diésel,2016.0,111000,115.0,5,Manual,Negro (PHANTOM BLACK),33,True,Vizcaya,Spain
CITROEN,C4,3500,Gasolina,2008.0,149754,150.0,5,Manual,Negro,8,True,Lugo,Spain
FORD,Transit,3000,Diésel,1997.0,220692,100.0,2,Manual,Blanco,5,False,Navarra,Spain
KIA,Sportage,25560,Diésel,2020.0,1,136.0,5,Manual,Rojo,20,True,Toledo,Spain
MERCEDES-BENZ,Clase A,33254,Diésel,2020.0,9445,116.0,4,Automático,Gris / Plata (PLATA MOJAVE),15,True,Madrid,Spain
HYUNDAI,i30,15900,Gasolina,2019.0,12,120.0,5,Manual,Blanco,10,True,Málaga,Spain
BMW,Serie 3,15190,Diésel,2016.0,122381,163.0,5,Manual,Azul (Azul Oscuro),19,True,Madrid,Spain
SUZUKI,Vitara,5900,Diésel,1997.0,168000,75.0,5,Manual,Verde,14,True,Barcelona,Spain
JEEP,Renegade,16500,Diésel,2017.0,66000,120.0,5,Manual,Gris / Plata (OSCURO),15,True,Sevilla,Spain
RENAULT,Grand Scénic,8990,Diésel,2013.0,130000,150.0,5,Automático,Gris Platino (metalizado),48,True,Madrid,Spain
NISSAN,QASHQAI,15700,Diésel,2017.0,58448,110.0,5,Manual,KAD Gris (metalizado),27,True,Valencia,Spain
AUDI,Q3,22100,Diésel,2016.0,84948,150.0,5,Automático,Negro (0E0E Negro Mito),12,True,Madrid,Spain
AUDI,A7,18500,Diésel,2012.0,180000,204.0,5,Automático,Negro (IMPRESIONANTE ESTADO ),19,True,Madrid,Spain
CHEVROLET,Cruze,5999,Diésel,2012.0,198000,163.0,5,Manual,Blanco,13,True,Navarra,Spain
VOLKSWAGEN,Tiguan,26000,Diésel,2016.0,150000,150.0,5,Automático,Blanco,4,False,Barcelona,Spain
SEAT,León,14500,Diésel,2017.0,78000,150.0,5,Manual,Blanco,14,True,Asturias,Spain
AUDI,A6,6495,Diésel,2006.0,190000,180.0,4,Automático,Gris / Plata,16,True,Madrid,Spain
RENAULT,Scénic,9500,Diésel,2011.0,118000,110.0,5,Automático,Blanco,19,True,Girona,Spain
VOLVO,V60,26895,Diésel,2018.0,3887,150.0,5,Manual,Gris / Plata,28,True,Madrid,Spain
NISSAN,Micra,2990,Gasolina,2008.0,190000,80.0,5,Automático,Gris / Plata,4,False,Valencia,Spain
OPEL,Corsa,15900,Diésel,2020.0,10,102.0,5,Manual,Blanco,49,True,Valencia,Spain
MAZDA,CX-3,19500,Gasolina,2018.0,36626,150.0,5,Manual,Azul,27,True,Tarragona,Spain
SUZUKI,Across,50300,Híbrido enchufable,2020.0,345,306.0,5,Automático,Rojo (ROJO MICA),20,True,Madrid,Spain
SKODA,Kodiaq,24219,Gasolina,2021.0,0,150.0,5,Manual,Gris / Plata (Plata Brilliant Metalizado),16,True,Segovia,Spain
AUDI,S3,34990,Gasolina,2014.0,37000,300.0,5,Automático,Rojo,36,True,Madrid,Spain
MERCEDES-BENZ,Clase E,39990,Diésel,2017.0,33000,170.0,2,Automático,Gris / Plata,15,True,Las Palmas,Spain
MERCEDES-BENZ,Vito,19975,Diésel,2016.0,130000,114.0,4,Manual,Blanco,16,True,Zaragoza,Spain
PORSCHE,Macan,43900,Diésel,2015.0,83000,258.0,5,Automático,Gris / Plata,25,True,Málaga,Spain
BMW,X1,17200,Diésel,2015.0,149600,150.0,5,Automático,Negro,35,True,Valencia,Spain
BMW,Serie 5,35500,Diésel,2019.0,22003,190.0,4,Automático,C10 Mediterranblau (metalizado),13,True,Madrid,Spain
CHEVROLET,Captiva,4900,Diésel,2007.0,267000,150.0,5,Automático,Naranja,11,True,Madrid,Spain
TOYOTA,Avensis,2750,Gasolina,2004.0,169000,129.0,5,Manual,Beige,6,False,Sevilla,Spain
NISSAN,QASHQAI,25250,Diésel,2019.0,14432,150.0,5,Automático,Negro,22,True,Barcelona,Spain
FORD,Grand C-Max,6000,Diésel,2012.0,207360,115.0,5,Manual,Gris / Plata,29,True,Zaragoza,Spain
AUDI,A3,20600,Diésel,2016.0,90000,150.0,4,Automático,Rojo,16,False,Madrid,Spain
MERCEDES-BENZ,Clase A,29900,Diésel,2020.0,4000,116.0,5,Automático,Blanco,11,True,Lleida,Spain
PEUGEOT,3008,9490,Diésel,2016.0,180000,120.0,5,Manual,Gris / Plata,20,True,Madrid,Spain
MERCEDES-BENZ,Clase CLS,26999,Diésel,2016.0,165000,204.0,5,Automático,Gris / Plata,17,True,Madrid,Spain
HYUNDAI,TUCSON,27100,Híbrido,2020.0,12,116.0,5,Manual,Rojo,15,True,Alicante,Spain
CITROEN,C4,9900,Diésel,2016.0,192158,120.0,5,Automático,Blanco,1,True,Valencia,Spain
MERCEDES-BENZ,Clase M,11900,Gasolina,2003.0,148560,347.0,5,Automático,Verde,12,False,Baleares,Spain
OPEL,Vectra,1499,Diésel,2005.0,290000,120.0,5,Manual,Negro,9,True,Zaragoza,Spain
RENAULT,Trafic,11850,Diésel,2016.0,86000,90.0,4,Manual,Blanco (MFP02 Blanco),19,True,Sevilla,Spain
HYUNDAI,TUCSON,30500,Híbrido,2020.0,3900,136.0,5,Manual,Blanco (Tapicería de Cuero/Alcántara Negro con pespuntes rojos),34,True,Zaragoza,Spain
AUDI,Q5,28900,Diésel,2016.0,57000,190.0,5,Automático,Blanco,22,True,Zaragoza,Spain
FORD,Focus,4600,Diésel,2011.0,221355,115.0,5,Manual,Blanco,12,True,Alicante,Spain
TOYOTA,Land Cruiser,18500,Gasolina,2003.0,187000,249.0,5,Manual,Gris / Plata,8,False,Vizcaya,Spain
OPEL,Insignia,14400,Diésel,2017.0,89929,136.0,5,Automático,Rojo,12,True,Madrid,Spain
RENAULT,Mégane,10200,Diésel,2017.0,89000,110.0,5,Manual,Gris / Plata (gris titanium),12,True,Sevilla,Spain
TOYOTA,Yaris,8600,Gasolina,2017.0,14000,69.0,5,Manual,Azul,5,True,Madrid,Spain
AUDI,A6,25800,Gasolina,2015.0,83483,333.0,4,Automático,U0U0 Azul Aviator (metalizado),40,True,Barcelona,Spain
SEAT,Ibiza,7500,Diésel,2011.0,169000,90.0,5,Manual,Rojo,28,True,Valladolid,Spain
MAZDA,CX-5,25800,Gasolina,2019.0,19990,165.0,5,Manual,Rojo (SOUL RED CRYSTAL M),23,True,Tarragona,Spain
PORSCHE,911,44990,Gasolina,2007.0,72000,355.0,2,Automático,Negro,40,True,Pontevedra,Spain
RENAULT,Mégane,4990,Diésel,2013.0,166300,110.0,5,Manual,Gris / Plata,9,True,Madrid,Spain
FORD,Mondeo,3300,Diésel,2005.0,100000,130.0,5,Manual,Gris / Plata,9,True,Alicante,Spain
MERCEDES-BENZ,Clase CLA,25990,Gasolina,2019.0,8839,156.0,5,Automático,Gris / Plata,38,True,Madrid,Spain
AUDI,A4,20820,Diésel,2016.0,70000,150.0,4,Manual,Blanco (BLANCO),19,True,Sevilla,Spain
OPEL,Corsa,8990,Gasolina,2018.0,49000,90.0,5,Manual,Gris / Plata,15,True,Valencia,Spain
JEEP,Compass,26520,Gasolina,2021.0,1,130.0,5,Manual,Blanco (BLANCO ALPINE),24,True,Madrid,Spain
BMW,Serie 7,19500,Diésel,2012.0,200000,306.0,4,Automático,Negro,34,True,Badajoz,Spain
LAND-ROVER,Freelander,10000,Diésel,2011.0,174000,150.0,5,Manual,Blanco,8,False,Córdoba,Spain
ALFA ROMEO,Giulietta,5600,Diésel,2010.0,180000,105.0,5,Manual,Gris / Plata,0,False,Castellón,Spain
AUDI,Q3,43500,Gasolina,2020.0,7831,190.0,5,Automático,2Y2Y Blanco Glaciar (metalizado),20,True,Girona,Spain
SEAT,Ateca,26500,Diésel,2017.0,28000,190.0,5,Automático,Gris / Plata,15,False,Valencia,Spain
PEUGEOT,2008,13995,Gasolina,2019.0,31869,82.0,5,Manual,Gris / Plata,54,True,Castellón,Spain
MAZDA,Mazda3,2800,Diésel,2007.0,220000,143.0,5,Manual,Blanco,6,False,Almería,Spain
AUDI,A7,19900,Diésel,2010.0,169950,245.0,5,Automático,Marrón,19,True,Madrid,Spain
JEEP,Compass,24990,Gasolina,2020.0,0,130.0,5,Manual,Gris / Plata (Gris Granito),14,True,Álava,Spain
HYUNDAI,i30,10900,Diésel,2013.0,65000,110.0,5,Manual,Gris / Plata,16,True,Teruel,Spain
DACIA,Lodgy,10950,Diésel,2017.0,66323,109.0,5,Manual,Blanco (7 PLAZAS),22,True,Madrid,Spain
AUDI,Q5,14950,Diésel,2009.0,220000,170.0,5,Automático,Negro,6,True,Málaga,Spain
RENAULT,Scénic,2499,Diésel,2004.0,169000,120.0,5,Manual,Negro,14,True,Madrid,Spain
PEUGEOT,3008,21750,Diésel,2018.0,38243,130.0,5,Manual,Azul (*ZAR*),38,True,Barcelona,Spain
MERCEDES-BENZ,Clase CLA,23900,Diésel,2018.0,62800,177.0,5,Automático,Gris / Plata,6,False,Cádiz,Spain
SKODA,Octavia,17900,Gasolina,2020.0,13,115.0,5,Manual,Gris / Plata,18,True,Valencia,Spain
SEAT,Ibiza,6450,Diésel,2011.0,108000,105.0,5,Manual,Gris / Plata,10,False,Barcelona,Spain
VOLKSWAGEN,T-Roc,25900,Diésel,2019.0,21611,150.0,5,Automático,Rojo (D8D8 Rojo Flash),9,True,Palencia,Spain
MASERATI,Levante,55793,Gasolina,2017.0,117045,430.0,5,Automático,Negro,36,True,Valencia,Spain
FORD,Focus,5000,Diésel,2008.0,100560,115.0,5,Manual,Azul,7,False,Madrid,Spain
MERCEDES-BENZ,Clase B,5800,Diésel,2007.0,240000,140.0,5,Automático,Negro,16,True,Madrid,Spain
FIAT,Tipo,7575,Diésel,2017.0,100000,95.0,4,Manual,Gris / Plata,22,True,Madrid,Spain
SEAT,Ibiza,2500,Gasolina,2017.0,20000,90.0,5,Manual,Negro,4,True,Girona,Spain
VOLKSWAGEN,Passat,5300,Diésel,2005.0,175000,140.0,5,Manual,Negro,7,False,Cádiz,Spain
AUDI,A4,33800,Gasolina,2019.0,13800,190.0,5,Automático,Gris / Plata,21,True,Girona,Spain
FORD,Focus,23900,Diésel,2019.0,11000,150.0,5,Automático,Gris / Plata (Plata),23,True,Zaragoza,Spain
KIA,Rio,13900,Diésel,2018.0,15000,90.0,5,Manual,Blanco,26,True,Barcelona,Spain
DACIA,Logan,10700,Gasolina,2020.0,9553,90.0,5,Manual,Gris / Plata (Plata),28,True,Málaga,Spain
BMW,Serie 3,10999,Diésel,2012.0,260000,116.0,4,Manual,Blanco,20,True,Sevilla,Spain
KIA,Pro Ceed,19200,Gasolina,2019.0,31412,120.0,5,Manual,Rojo (*ALB*),27,True,Madrid,Spain
NISSAN,PULSAR,11790,Diésel,2018.0,57475,110.0,5,Manual,Negro,37,True,Madrid,Spain
PEUGEOT,Boxer,18900,Diésel,2018.0,59373,130.0,4,Manual,Blanco,1,True,Vizcaya,Spain
NISSAN,QASHQAI,11500,Gasolina,2012.0,57000,140.0,5,Manual,Rojo,4,False,Madrid,Spain
FIAT,Tipo,6990,Gas licuado (GLP),2018.0,99999,120.0,4,Manual,Negro,20,True,Sevilla,Spain
AUDI,A1,14200,Diésel,2018.0,56518,116.0,5,Manual,Negro,54,True,Vizcaya,Spain
MERCEDES-BENZ,Sprinter,33900,Diésel,2020.0,700,143.0,4,Manual,Blanco,22,True,Lleida,Spain
HYUNDAI,ix35,11990,Diésel,2014.0,115165,115.0,5,Manual,Blanco,30,True,Valencia,Spain
FORD,Focus,8499,Gasolina,2017.0,63000,125.0,5,Manual,Gris / Plata (Oscuro),18,True,Las Palmas,Spain
AUDI,A1,22500,Gasolina,2019.0,35551,116.0,5,Manual,Verde,20,True,Barcelona,Spain
BMW,X1,23500,Diésel,2016.0,131171,190.0,5,Automático,A83 Glaciersilber (metalizado),14,True,Alicante,Spain
VOLKSWAGEN,Scirocco,9990,Gasolina,2010.0,115000,122.0,3,Manual,Blanco,37,True,Alicante,Spain
CITROEN,DS5,12500,Diésel,2012.0,163000,163.0,5,Automático,Blanco,54,True,Madrid,Spain
BMW,i3,19900,Eléctrico,2015.0,20086,170.0,5,Automático,Gris / Plata (B85 CapparisweiÃ? con acentuaciÃ³n BMW i Blau),10,True,Guipúzcoa,Spain
BMW,Serie 1,16900,Diésel,2016.0,113000,150.0,5,Manual,Negro,15,True,Sevilla,Spain
SKODA,Octavia,14990,Gasolina,2018.0,22800,115.0,5,Manual,Gris / Plata,35,True,Valencia,Spain
TOYOTA,Avensis,5300,Diésel,2006.0,154140,177.0,4,Manual,Gris / Plata (*ALZ*),35,True,Valencia,Spain
OPEL,Ampera,15990,Híbrido enchufable,2012.0,129990,150.0,5,Automático,Blanco,39,True,Sevilla,Spain
MERCEDES-BENZ,Clase C,18500,Diésel,2013.0,113000,204.0,2,Automático,Gris / Plata,3,False,Guipúzcoa,Spain
SSANGYONG,Tivoli,13900,Diésel,2018.0,30000,115.0,5,Manual,Blanco,3,True,Tenerife,Spain
LAND-ROVER,Range Rover,69900,Diésel,2017.0,65000,258.0,5,Automático,Granate,10,True,Asturias,Spain
OPEL,Astra,17490,Gasolina,2020.0,7150,110.0,5,Manual,Negro,27,True,Madrid,Spain
OPEL,Mokka X,14300,Gasolina,2018.0,35312,140.0,5,Manual,Negro,39,True,Valencia,Spain
OPEL,Astra,9700,Diésel,2016.0,45000,110.0,5,Manual,Negro,10,False,Cádiz,Spain
AUDI,A8,11800,Diésel,2005.0,233000,326.0,4,Automático,Azul,6,False,Málaga,Spain
MINI,MINI,6800,Gasolina,2011.0,77200,98.0,3,Manual,Marrón,7,False,Albacete,Spain
HYUNDAI,i40,10900,Diésel,2018.0,80051,141.0,4,Manual,Blanco,11,True,Madrid,Spain
MERCEDES-BENZ,Clase CLS,8500,Gasolina,2006.0,289000,292.0,4,Automático,Gris / Plata,11,True,Salamanca,Spain
FORD,C-Max,12900,Diésel,2015.0,15173,120.0,5,Manual,Gris / Plata,24,True,Madrid,Spain
VOLVO,V50,6000,Diésel,2010.0,160000,109.0,5,Manual,Gris / Plata,7,False,Barcelona,Spain
MERCEDES-BENZ,Clase GL,9000,Diésel,2007.0,500000,306.0,5,Automático,Marrón,21,False,Guadalajara,Spain
FORD,Transit Custom,31900,Diésel,2020.0,11,185.0,4,Manual,Azul,17,True,Lleida,Spain
PORSCHE,Panamera,75990,Híbrido enchufable,2018.0,128500,462.0,5,Automático,Negro,37,True,Sevilla,Spain
RENAULT,Clio,16990,Gasolina,2014.0,99960,200.0,5,Automático,Blanco,38,True,Valencia,Spain
TOYOTA,Yaris,9990,Gasolina,2016.0,41000,99.0,5,Manual,Rojo,34,True,Madrid,Spain
FORD,Focus,12500,Gasolina,2018.0,37000,125.0,5,Automático,Gris / Plata,12,True,Madrid,Spain
OPEL,Insignia,10000,Diésel,2013.0,215000,160.0,5,Manual,Negro,6,False,A Coruña,Spain
MITSUBISHI,Space Star,12500,Gasolina,2020.0,1432,80.0,5,Manual,Blanco (BLANCO POLAR),19,True,Barcelona,Spain
CITROEN,Jumper,16500,Diésel,2017.0,127947,131.0,4,Manual,Blanco,10,True,Madrid,Spain
AUDI,A3,18500,Diésel,2017.0,50000,116.0,5,Manual,Gris / Plata,18,True,Badajoz,Spain
SUZUKI,Vitara,23499,Gasolina,2021.0,1,129.0,5,Manual,Amarillo,11,True,La Rioja,Spain
MERCEDES-BENZ,Clase GLE,52900,Diésel,2017.0,70000,258.0,5,Automático,Gris / Plata,18,True,Valencia,Spain
